X,Y,OBJECTID,BearID,ReportDate,MortDate,Region,BMU,County,Locale,City,ZipCode,Latitude,Longitude,CauseMort,OCauseMort,CapReason,OCapReason,NCapReason,CapMethod,OrigCap,FinAction,OFinAction,Sex,AgeClass,Weight,Age,Cubs,Yearlings,LEarTag1,LEarTag2,REarTag1,REarTag2,Tattoo1,Tattoo2,TrackNum,last_edited_date
627511.976,580595.6953,8634,Bear-0000018104,2016/12/21 00:00:00+00,2016/12/22 00:00:00+00,Northeast,Central,Marion, ,Fort McCoy,32134,29.21237,-81.65585,Unknown, , , , , , , , ,Unknown,Unknown,0,0,0,0, , , , , ,0, ,
665337.100900002,558870.7311,8635,Bear-0000018112,2016/12/31 00:00:00+00,2016/12/31 00:00:00+00,Northeast,Central,Volusia, ,DeLand,32724,29.009765,-81.271193,Unknown, , , , , , , , ,Unknown,Adult,350,0,0,0, , , , , ,0, ,
315849.346700002,628223.8256,8636,Bear-0000018211,2017/01/20 00:00:00+00,2017/01/20 00:00:00+00,Northwest,East Panhandle,Franklin, ,Saint George Island,32328,29.65812,-84.870594,Natural, , , , , , , , ,Female,Adult,175,3,0,0, , , , , ,0, ,
632830.501200002,240003.0052,8637,Bear-0000018254,2017/02/10 00:00:00+00,2017/02/10 00:00:00+00,South,South,Collier, ,Naples,34114,26.144647,-81.667436,Unknown, , , , , , , , ,Female,Juvenile,200,2,0,0, , , , , ,0, ,
118852.343800001,720304.1717,8638,Bear-0000018264,2017/03/08 00:00:00+00,2017/03/08 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,Navarre,32566,30.46023,-86.9308,Illegal Kill, , , , , , , , ,Male,Adult,320,5,0,0, , , , , ,0, ,
659717.838,538389.0696,8639,Bear-0000018438,2017/04/12 00:00:00+00,2017/04/12 00:00:00+00,Northeast,Central,Seminole,Bookertown,Sanford,32771,28.82648,-81.333519,Illegal Kill, , , , , , , , ,Female,Adult,200,4,0,0, , , , , ,0, ,
266785.701400001,719869.7706,8640,Bear-0000018445,2017/04/14 00:00:00+00,2017/04/15 00:00:00+00,Northwest,East Panhandle,Bay, ,Fountain,32438,30.479663,-85.388833,OTHER,Electrocution, , , , , , , ,Male,Juvenile,100,0,0,0, , , , , ,0, ,
330750.267000001,646728.9388,8641,Bear-0000018302,2017/04/26 00:00:00+00,2017/04/23 00:00:00+00,Northwest,East Panhandle,Franklin, ,Carrabelle,32322,29.825662,-84.717552,Illegal Kill, , , , , , , , ,Unknown,Adult,250,0,0,0, , , , , ,0, ,
639529.0913,594494.4784,8642,Bear-0000018513,2017/04/25 00:00:00+00,2017/04/25 00:00:00+00,Northeast,Central,Volusia, ,Seville,32190,29.335402,-81.529196,Unknown, , , , , , , , ,Male,Cub,6,0.25,0,0, , , , , ,0, ,
654620.962299999,533943.6838,8643,Bear-0000018345,2017/04/29 00:00:00+00,2017/04/29 00:00:00+00,Northeast,Central,Seminole, ,Lake Mary,32746,28.787442,-81.386799,Illegal Kill, , , , , , , , ,Male,Juvenile,164,1,0,0, , , , , ,0, ,
656887.468199998,542386.951,8644,Bear-0000018871,2017/05/07 00:00:00+00,2017/05/07 00:00:00+00,Northeast,Central,Seminole, ,DeBary,32713,28.86302,-81.361691,Unknown, , , , , , , , ,Male,Adult,400,0,0,0, , , , , ,0, ,
128121.642299999,714926.739,8645,Bear-0000018331,2017/06/05 00:00:00+00,2017/06/05 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,Navarre,32566,30.41374,-86.83292,OTHER,Electrocuted, , , , , , , ,Female,Cub,13,0.33,0,0, , , , , ,0, ,
636837.097399998,553821.5922,8646,Bear-0000018509,2017/07/23 00:00:00+00,2017/07/23 00:00:00+00,Northeast,Central,Lake, ,PAISLEY,32767,28.96968,-81.56524,Unknown, , , , , , , , ,Male,Adult,400,9,0,0, , , , , ,0, ,
457854.248100001,692878.5837,8647,Bear-0000018516,2017/07/28 00:00:00+00,2017/07/28 00:00:00+00,North Central,East Panhandle,Taylor, ,Mayo,32066,30.24195,-83.39819,Natural, , , , , , , , ,Male,Adult,325,3,0,0, , , , , ,0, ,
647233.274999999,247769.2091,8648,Bear-0000019686,2019/07/22 00:00:00+00,2017/07/31 00:00:00+00,South,South,Collier, ,Naples,34117,26.212079,-81.521619,Unknown, , , , , , , , ,Unknown,Juvenile,0,1,0,0, , , , , ,0, ,
651481.521200001,547105.3793,8649,Bear-0000018542,2017/08/06 00:00:00+00,2017/08/06 00:00:00+00,Northeast,Central,Lake, ,Eustis,32736,28.90653,-81.41618,Illegal Kill, , , , , , , , ,Female,Adult,150,4,0,0, , , , , ,0, ,
647650.196699999,252855.2681,8650,Bear-0000018519,2017/08/10 00:00:00+00,2017/08/09 00:00:00+00,South,South,Collier,Golden Gate Estates,Naples,34120,26.25782,-81.516414,Illegal Kill, , , , , ,Yes, , ,Female,Adult,307,5,0,0, , , , , ,0, ,
632315.620099999,558960.4206,8651,Bear-0000018539,2017/08/27 00:00:00+00,2017/08/28 00:00:00+00,Northeast,Central,Lake, ,Altoona,32702,29.016743,-81.610687,Unknown, , , , , , , , ,Female,Adult,150,10,0,0, , , , , ,0, ,
318183.056699999,650417.693,8652,Bear-0000018848,2016/06/01 00:00:00+00,2017/08/28 00:00:00+00,Northwest,East Panhandle,Franklin, ,Carrabelle,32322,29.85817,-84.84803,Unknown, , , , , ,No, , ,Male,Cub,0,0,0,0, , , , , ,0, ,
607477.954300001,584264.461,8653,Bear-0000018538,2017/09/03 00:00:00+00,2017/09/03 00:00:00+00,Northeast,Central,Marion, ,Silver Springs,34488,29.248683,-81.86157,Illegal Kill, , , , , , , , ,Male,Adult,160,4,0,0, , , , , ,0, ,
122940.612300001,714480.6452,8654,Bear-0000018601,2017/10/18 00:00:00+00,2017/10/18 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,Navarre,32566,30.4086389,-86.886777,Illegal Kill, , , , , ,Yes, , ,Male,Adult,475,11,0,0, , , , , ,0, ,
366028.072500002,713514.8797,8655,Bear-0000018630,2017/10/24 00:00:00+00,2017/10/24 00:00:00+00,Northwest,East Panhandle,Leon, ,Tallahassee,32310,30.42872,-84.354,Illegal Kill, , , , , , , , ,Female,Adult,149,8,0,0, , , , , ,0, ,
129921.3759,750676.7604,8656,Bear-0000018651,2017/10/26 00:00:00+00,2017/10/26 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,Holt,32564,30.736195,-86.822699,Illegal Kill, , , , , ,Yes, , ,Female,Adult,170,12,0,0, , , , , ,0, ,
370335.279100001,684443.2738,8657,Bear-0000018725,2017/11/15 00:00:00+00,2017/11/12 00:00:00+00,Northwest,East Panhandle,Wakulla, ,Crawfordville,32327,30.16689,-84.30836,Unknown, , , , , , , , ,Male,Adult,500,3,0,0, , , , , ,0, ,
445722.7742,636085.5636,8658,Bear-0000018777,2017/11/13 00:00:00+00,2017/11/12 00:00:00+00,North Central,East Panhandle,Taylor, ,Perry,32348,29.7308167,-83.52665,Illegal Kill, , , , , , , , ,Female,Cub,51,0.75,0,0, , , , , ,0, ,
665207.329399999,225945.1992,8659,Bear-0000018713,2017/11/13 00:00:00+00,2017/11/13 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.0121,-81.3462,Illegal Kill, , , , , ,Yes, , ,Male,Adult,383,4,0,0, , , , , ,0, ,
619855.6109,603897.989,8660,Bear-0000019867,2019/11/16 00:00:00+00,2017/11/16 00:00:00+00,Northeast,Central,Putnam, ,Fort McCoy,32134,29.42348,-81.7303,Illegal Kill, , , , , ,Yes, , ,Female,Cub,170,0.75,0,0, , , , , ,0, ,
651049.851500001,550417.247,8661,Bear-0000018775,2017/11/19 00:00:00+00,2017/11/19 00:00:00+00,Northeast,Central,Lake,Pine Lakes,Eustis,32736,28.936428,-81.419902,Unknown, , , , , , , , ,Female,Adult,210,3,0,0, , , , , ,0, ,
699312.915100001,263483.7335,8662,Bear-0000018756,2017/11/22 00:00:00+00,2017/11/22 00:00:00+00,South,South,Hendry, , ,33440,26.3432,-80.9959,Illegal Kill, , , , , ,No, , ,Male,Adult,375,10,0,0, , , , ,S033,0, ,
656441.977499999,572427.3244,8663,Bear-0000018765,2017/11/27 00:00:00+00,2017/11/24 00:00:00+00,Northeast,Central,Volusia, ,De Leon Springs,32130,29.13356,-81.35966,Illegal Kill, , , , , , , , ,Female,Adult,250,8,0,0, , , , , ,0, ,
331939.188499998,699801.8274,8664,Bear-0000018881,2017/11/26 00:00:00+00,2017/11/26 00:00:00+00,Northwest,East Panhandle,Leon, ,Sopchoppy,32358,30.303838,-84.708392,Illegal Kill, , , , , , , , ,Female,Juvenile,150,2,0,0, , , , , ,0, ,
336688.2313,681845.6618,8665,Bear-0000018814,2017/11/28 00:00:00+00,2017/11/28 00:00:00+00,Northwest,East Panhandle,Wakulla, ,Sopchoppy,32358,30.1423,-84.6579667,Unknown, , , , , , , , ,Unknown,Unknown,0,0,0,0, , , , , ,0, ,
532300.167300001,707821.6743,8666,Bear-0000018866,2017/11/28 00:00:00+00,2017/11/28 00:00:00+00,North Central,North,Columbia, ,Lake City,32055,30.3712,-82.6221,Unknown, , , , , , , , ,Unknown,Unknown,0,0,0,0, , , , , ,0, ,
529949.156199999,558653.0269,8667,Bear-0000019698,2017/11/29 00:00:00+00,2017/11/29 00:00:00+00,North Central,Big Bend,Levy,OTHER,Inglis,34449,29.027901,-82.663422,Illegal Kill, , , , , , , , ,Male,Juvenile,252,1,0,0, , , , , ,0, ,
644859.887400001,244310.9366,8668,Bear-0000018764,2017/11/30 00:00:00+00,2017/11/30 00:00:00+00,South,South,Collier,Golden Gate Estates,Naples,34117,26.1813528,-81.5460944,OTHER,Potentially delayed drowning, , , , ,Yes, , ,Unknown,Cub,0,0.83,0,0, , , , , ,0, ,
629583.132399999,561616.399,8669,Bear-0000018787,2017/12/04 00:00:00+00,2017/12/03 00:00:00+00,Northeast,Central,Lake, ,Altoona,32702,29.04113,-81.63826,Unknown, , , , , , , , ,Unknown,Cub,0,0,0,0, , , , , ,0, ,
352760.1105,683006.2081,8670,Bear-0000018793,2017/12/11 00:00:00+00,2017/12/07 00:00:00+00,Northwest,East Panhandle,Wakulla, ,Sopchoppy,32358,30.15343,-84.49099,Unknown, , , , , , , , ,Female,Juvenile,140,1,0,0, , , , , ,0, ,
645237.924899999,559246.3441,8671,Bear-0000018794,2017/12/10 00:00:00+00,2017/12/10 00:00:00+00,Northeast,Central,Lake, ,PAISLEY,32767,29.017,-81.47776,Illegal Kill, , , , , , , , ,Male,Adult,0,4,0,0, , , , , ,0, ,
609559.284400001,567407.8424,8672,Bear-0000018804,2017/12/14 00:00:00+00,2017/12/15 00:00:00+00,Northeast,Central,Marion, ,Ocklawaha,32179,29.096578,-81.843161,Unknown, , , , , , , , ,Unknown,Adult,0,3,0,0, , , , , ,0, ,
316617.014699999,638547.1432,8673,Bear-0000018831,2017/12/20 00:00:00+00,2017/12/20 00:00:00+00,Northwest,East Panhandle,Franklin, ,Eastpoint,32328,29.75115,-84.8634,Illegal Kill, , , , , , , , ,Unknown,Unknown,220,0,0,0, , , , , ,0, ,
638995.469799999,250271.7696,8674,Bear-0000018817,2017/12/23 00:00:00+00,2017/12/23 00:00:00+00,South,South,Collier,Golden Gate Estates,Naples,34120,26.23609,-81.60369,Illegal Kill, , , , , ,Yes, , ,Male,Cub,85,0.91,0,0, , , , , ,0, ,
649154.944899999,556889.5211,8675,Bear-0000018825,2017/12/27 00:00:00+00,2017/12/27 00:00:00+00,Northeast,Central,Lake, ,DeLand,32720,28.995054,-81.437989,Unknown, , , , , , , , ,Male,Adult,400,6,0,0, , , , , ,0, ,
627430.9859,588682.7614,8676,Bear-0000018822,2017/12/28 00:00:00+00,2017/12/28 00:00:00+00,Northeast,Central,Marion, ,Fort McCoy,32134,29.2852,-81.6551,Unknown, , , , , , , , ,Unknown,Unknown,0,0,0,0, , , , , ,0, ,
589426.9881,602283.5995,8677,Bear-0000018846,2018/01/12 00:00:00+00,2018/01/12 00:00:00+00,Northeast,Central,Marion, ,Citra,32113,29.4136372,-82.0446401,Unknown, , , , , , , , ,Unknown,Unknown,0,0,0,0, , , , , ,0, ,
678821.3488,603324.6033,8678,Bear-0000018863,2018/01/27 00:00:00+00,2018/01/27 00:00:00+00,Northeast,Central,Volusia, ,Ormond Beach,32174,29.4072334,-81.1218975,Unknown, , , , , , , , ,Male,Juvenile,100,1,0,0, , , , , ,0, ,
194463.1054,738209.0074,8679,Bear-0000018897,2018/03/05 00:00:00+00,2018/03/02 00:00:00+00,Northwest,West Panhandle,Walton, ,DeFuniak Springs,32435,30.635571,-86.146038,Unknown, , , , , , , , ,Unknown,Unknown,0,0,0,0, , , , , ,0, ,
630788.761,561973.201,8680,Bear-0000018908,2018/04/25 00:00:00+00,2018/04/24 00:00:00+00,Northeast,Central,Lake, ,Altoona,32702,29.044134,-81.62579,Unknown, , , , , , , , ,Male,Adult,440,3,0,0, , , , , ,0, ,
360265.907400001,683328.341,8681,Bear-0000018909,2018/04/25 00:00:00+00,2018/04/25 00:00:00+00,Northwest,East Panhandle,Wakulla, ,Crawfordville,32327,30.15658,-84.41299,OTHER,Ran into tree and died from resulting injuries, , , , , , , ,Male,Adult,470,0,0,0, , , , , ,0, ,
643001.416200001,526462.4351,8682,Bear-0000018912,2018/04/30 00:00:00+00,2018/04/30 00:00:00+00,Northeast,Central,Orange, ,Apopka,32712,28.722256,-81.50757,Unknown, , , , , , , , ,Female,Juvenile,110,1,0,0, , , , , ,0, ,
649487.655200001,550873.1611,8683,Bear-0000018919,2018/05/07 00:00:00+00,2018/05/07 00:00:00+00,Northeast,Central,Lake,Pine Lakes,Eustis,32736,28.940826,-81.435855,Unknown, , , , , , , , ,Male,Adult,500,5,0,0, , , , , ,0, ,
112590.465799998,733515.0176,8684,Bear-0000018944,2018/05/15 00:00:00+00,2018/05/15 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,Milton,32583,30.577886,-86.9994,Unknown, , , , , , , , ,Unknown,Unknown,0,0,0,0, , , , , ,0, ,
329707.8792,652938.5812,8685,Bear-0000019046,2018/06/01 00:00:00+00,2018/06/01 00:00:00+00,Northwest,East Panhandle,Franklin, ,CARRABELLE,32322,29.881541,-84.728733,Illegal Kill, , , , , ,No, , ,Male,Juvenile,190,0,0,0,W090, , , ,W090,0, ,
589721.658100002,562123.0791,8686,Bear-0000018978,2018/06/22 00:00:00+00,2018/06/22 00:00:00+00,Northeast,Central,Marion, ,Summerfield,34491,29.05197,-82.04816,Illegal Kill, , , , , , , , ,Male,Juvenile,110,2,0,0, , , , , ,0, ,
657957.749299999,546017.8951,8687,Bear-0000018989,2018/07/06 00:00:00+00,2018/07/06 00:00:00+00,Northeast,Central,Volusia, ,DeBary,32713,28.895502,-81.349901,Unknown, , , , , , , , ,Unknown,Juvenile,0,1,0,0, , , , , ,0, ,
648553.311299998,237400.6826,8688,Bear-0000019011,2018/08/01 00:00:00+00,2018/08/01 00:00:00+00,South,South,Collier, ,Naples,34117,26.118433,-81.510488,OTHER,Leg caught in tree cavity/notch, , , , ,Yes, , ,Unknown,Adult,0,0,0,0, , , , , ,0, ,
640562.311000001,544237.0964,8689,Bear-0000019008,2018/08/03 00:00:00+00,2018/08/03 00:00:00+00,Northeast,Central,Lake, ,EUSTIS,32736,28.882722,-81.528928,OTHER,Electrocuted (power pole), , , , , , , ,Male,Adult,135,4,0,0, , , , , ,0, ,
659770.3354,616317.4887,8690,Bear-0000019030,2018/08/24 00:00:00+00,2018/08/23 00:00:00+00,Northeast,Central,Flagler, ,Bunnell,32110,29.528091,-81.315566,Illegal Kill, , , , , , , , ,Male,Unknown,250,0,0,0, , , , , ,0, ,
247408.257300001,673441.2243,8691,Bear-0000019040,2018/08/29 00:00:00+00,2018/08/29 00:00:00+00,Northwest,East Panhandle,Bay, ,Panama City,32403,30.059274,-85.584613,OTHER,Likely died from excessive heat in dumpster., , , , , , , ,Unknown,Unknown,180,0,0,0, , , , , ,0, ,
654421.715799998,526507.7764,8692,Bear-0000019047,2018/09/07 00:00:00+00,2018/09/07 00:00:00+00,Northeast,Central,Seminole,Wingfield Reserve,Longwood,32779,28.720537,-81.390458,Unknown, , , , , , , , ,Female,Adult,199,3,1,0, , , , , ,0, ,
634825.224300001,552814.6084,8693,Bear-0000019082,2018/09/25 00:00:00+00,2018/09/27 00:00:00+00,Northeast,Central,Lake, ,Altoona,32702,28.96097,-81.58612,Illegal Kill, , , , , , , , ,Male,Adult,420,5,0,0, , , , , ,0, ,
599000.725200001,594974.3061,8694,Bear-0000019083,2018/09/28 00:00:00+00,2018/09/28 00:00:00+00,Northeast,Central,Marion, ,FORT MC COY,32134,29.346417,-81.947089,Illegal Kill, , , , , , , , ,Male,Adult,450,0,0,0, , , , , ,0, ,
641865.7634,538268.0672,8695,Bear-0000019078,2018/10/02 00:00:00+00,2018/10/02 00:00:00+00,Northeast,Central,Lake, ,Sorrento,32776,28.828747,-81.516777,Unknown, , , , , , , , ,Male,Adult,125,7,0,0, , , , , ,0, ,
343580.512400001,708701.8931,8696,Bear-0000019152,2018/10/22 00:00:00+00,2018/10/20 00:00:00+00,Northwest,East Panhandle,Leon, ,Tallahassee,32310,30.38458,-84.58767,Unknown, , , , , , , , ,Male,Adult,250,0,0,0, , , , , ,0, ,
654949.052299999,271259.4578,8697,Bear-0000019210,2018/10/25 00:00:00+00,2018/10/20 00:00:00+00,South,South,Collier, ,IMMOKALEE,34142,26.4222536,-81.4394054,Natural, , , , , , , , ,Female,Adult,250,10,0,0, , , , , ,0, ,
341477.252599999,722719.7969,8698,Bear-0000019214,2018/11/01 00:00:00+00,2018/10/31 00:00:00+00,Northwest,East Panhandle,Gadsden, ,QUINCY,32351,30.5108,-84.6103,Unknown, , , , , , , , ,Female,Adult,160,10,0,0, , , , , ,0, ,
352859.5931,678257.2406,8699,Bear-0000019227,2018/11/02 00:00:00+00,2018/11/01 00:00:00+00,Northwest,East Panhandle,Wakulla, ,SOPCHOPPY,32358,30.11065,-84.48976,Illegal Kill, , , , , , , , ,Female,Adult,175,8,0,0, , , , , ,0, ,
623777.056499999,587612.2927,8700,Bear-0000019249,2018/11/10 00:00:00+00,2018/11/10 00:00:00+00,Northeast,Central,Marion,ONF,FORT MC COY,32134,29.276182,-81.692971,Illegal Kill, , , , , , , , ,Female,Adult,110,17,0,0, , , , , ,0, ,
530657.111299999,665442.8279,8701,Bear-0000019294,2018/11/14 00:00:00+00,2018/11/14 00:00:00+00,North Central,North,Columbia, ,Lake City,32024,29.989581,-82.644064,Unknown, , , , , , , , ,Unknown,Adult,250,16,0,0, , , , , ,0, ,
123403.763500001,737981.4361,8702,Bear-0000019296,2018/11/21 00:00:00+00,2018/11/21 00:00:00+00,Northwest,West Panhandle,Santa Rosa, ,MILTON,32583,30.620451,-86.887686,Illegal Kill, , , , , , , , ,Male,Juvenile,100,2,0,0, , , , , ,0, ,
618529.1426,594681.5982,8703,Bear-0000019323,2018/12/07 00:00:00+00,2018/12/01 00:00:00+00,Northeast,Central,Marion,ONF,FORT MC COY,32134,29.34071,-81.74573,Illegal Kill, , , , , , , , ,Male,Adult,375,5,0,0, , , , , ,0, ,
648206.274700001,593249.8016,8704,Bear-0000019300,2018/12/01 00:00:00+00,2018/12/02 00:00:00+00,Northeast,Central,Volusia, ,SEVILLE,32190,29.322601,-81.4399804,Unknown, , , , , , , , ,Male,Adult,380,7,0,0, , , , , ,0, ,
742026.582600001,244335.3692,8705,Bear-0000019399,2018/12/19 00:00:00+00,2018/12/19 00:00:00+00,South,South,Broward, , ,0,26.160697,-80.572745,Illegal Kill, , , , , , , , ,Male,Adult,500,8,0,0, , , , , ,0, ,
143528.6941,745244.0446,8706,Bear-0000019400,2019/01/07 00:00:00+00,2019/01/07 00:00:00+00,Northwest,West Panhandle,Okaloosa, ,HOLT,32564,30.68998,-86.679296,Illegal Kill, , , , , , , , ,Female,Juvenile,160,2,0,0, , , , , ,0, ,
629664.508400001,561921.284,8707,Bear-0000019405,2019/01/09 00:00:00+00,2019/01/07 00:00:00+00,Northeast,Central,Lake, ,ALTOONA,32702,29.043861,-81.637363,Unknown, , , , , , , , ,Male,Adult,450,11,0,0, , , , , ,0, ,
669287.973700002,256820.0454,8708,Bear-0000019473,2019/01/29 00:00:00+00,2019/01/27 00:00:00+00,South,South,Collier, ,Immokalee,34142,26.289436,-81.298613,Unknown, , , , , , , , ,Male,Adult,300,3,0,0, , , , , ,0, ,
646535.897300001,250697.9755,8709,Bear-0000019423,2019/02/06 00:00:00+00,2019/02/06 00:00:00+00,South,South,Collier,Golden Gate Estates,Naples,34120,26.2385884,-81.5280195,Unknown, , , , , , , , ,Male,Juvenile,250,2,0,0, , , , , ,0, ,
651276.2786,547105.9673,8710,Bear-0000019475,2019/03/06 00:00:00+00,2019/03/06 00:00:00+00,Northeast,Central,Lake, ,Eustis,32736,28.906574,-81.418288,Illegal Kill, , , , , ,Yes, , ,Male,Juvenile,390,2,0,0, , , , , ,0, ,
343736.594000001,653818.566,8711,Bear-0000019706,2016/06/01 00:00:00+00,2019/03/18 00:00:00+00,Northwest,East Panhandle,Franklin, ,Carrabelle,32322,29.89014,-84.58334,Unknown, , , , , ,No, , ,Female,Adult,0,0,0,0,774, ,774, , ,0, ,
136432.122000001,744832.7012,8712,Bear-0000019519,2019/04/20 00:00:00+00,2019/04/20 00:00:00+00,Northwest,West Panhandle,Okaloosa, ,HOLT,32564,30.684865,-86.753312,Illegal Kill, , , , , , , , ,Male,Adult,237,3,0,0, , , , , ,0, ,
349151.614100002,660634.7787,8713,Bear-0000019715,2016/06/01 00:00:00+00,2019/05/17 00:00:00+00,Northwest,East Panhandle,Franklin, ,Carrabelle,32322,29.95176,-84.5275,Unknown, , , , , ,No, , ,Female,Adult,0,0,0,0,619, ,619, ,R619,0, ,
634649.393599998,249417.2412,8714,Bear-0000019578,2019/06/22 00:00:00+00,2019/06/22 00:00:00+00,South,South,Collier,Golden Gate Estates,NAPLES,34117,26.229146,-81.6474191,Unknown, , , , , , , , ,Female,Juvenile,140,1,0,0, , , , , ,0, ,
651111.219700001,552655.7839,8715,Bear-0000019599,2019/06/29 00:00:00+00,2019/06/30 00:00:00+00,Northeast,Central,Lake, ,Eustis,32736,28.95657,-81.41879,Unknown, , , , , , , , ,Unknown,Juvenile,0,2,0,0, , , , , ,0, ,
630844.230700001,237598.4199,8716,Bear-0000019597,2019/07/03 00:00:00+00,2019/07/03 00:00:00+00,South,South,Collier, ,Naples,34114,26.123321,-81.687782,Unknown, , , , , , , , ,Unknown,Juvenile,0,2,0,0, , , , , ,0, ,
609626.683699999,562893.4019,8717,Bear-0000019688,2019/07/29 00:00:00+00,2019/07/29 00:00:00+00,Northeast,Central,Marion,ONF,Ocklawaha,32179,29.05592,-81.84328,Unknown, , , , , , , , ,Female,Adult,225,10,0,0, , , , , ,0, ,
255752.468699999,679225.5643,8718,Bear-0000019704,2019/08/16 00:00:00+00,2019/08/01 00:00:00+00,Northwest,East Panhandle,Bay,Sandy Creek,Panama City,32404,30.11232,-85.4987,Unknown, , , , , , , , ,Unknown,Adult,200,6,0,0, , , , , ,0, ,
654197.332699999,526589.6708,8719,Bear-0000019690,2019/08/05 00:00:00+00,2019/08/06 00:00:00+00,Northeast,Central,Seminole,Wingfield Reserve,LONGWOOD,32779,28.721317,-81.392741,Unknown, , , , , , , , ,Female,Juvenile,225,2,2,0, , , , , ,0, ,
636004.398600001,226172.5958,8720,Bear-0000019695,2019/08/13 00:00:00+00,2019/08/10 00:00:00+00,South,South,Collier, ,NAPLES,34114,26.0195,-81.6383,Unknown, , , , , , , , ,Male,Juvenile,400,1,0,0, , , , , ,0, ,
144451.623500001,722445.8844,8721,Bear-0000019717,2019/08/15 00:00:00+00,2019/08/15 00:00:00+00,Northwest,West Panhandle,Okaloosa, , ,0,30.484757,-86.664512,Unknown, , , , , ,Yes, , ,Unknown,Juvenile,0,1,0,0, , , , , ,0, ,
620004.956500001,603785.2428,8722,Bear-0000019703,2019/08/17 00:00:00+00,2019/08/17 00:00:00+00,Northeast,Central,Putnam, ,FORT MC COY,32134,29.42244,-81.72878,Illegal Kill, , , , , ,Yes, , ,Male,Juvenile,290,2,0,0, , , , , ,0, ,
655789.327799998,564447.226,8723,Bear-0000019700,2019/08/19 00:00:00+00,2019/08/19 00:00:00+00,Northeast,Central,Volusia, ,DeLand,32720,29.061839,-81.368131,Illegal Kill, , , , , ,Yes, , ,Male,Adult,550,5,0,0, , , , , ,0, ,
609739.746100001,570704.2277,8724,Bear-0000019726,2019/08/28 00:00:00+00,2019/08/21 00:00:00+00,Northeast,Central,Marion, ,Ocklawaha,32179,29.12623,-81.84071,Unknown, , , , , , , , ,Male,Adult,0,0,0,0, , , , , ,0, ,
643107.558600001,527097.0505,8725,Bear-0000019727,2019/08/30 00:00:00+00,2019/08/30 00:00:00+00,Northeast,Central,Orange, ,APOPKA,32712,28.72795,-81.50635,Unknown, , , , , , , , ,Unknown,Adult,0,0,0,0, , , , , ,0, ,
601624.8081,562145.2646,8726,Bear-0000019799,2019/10/15 00:00:00+00,2019/10/03 00:00:00+00,Northeast,Central,Marion, ,Ocklawaha,32179,29.05042,-81.92572,Unknown, , , , , , , , ,Unknown,Adult,0,3,0,0, , , , , ,0, ,
628398.5953,587900.4559,8727,Bear-0000019778,2019/10/08 00:00:00+00,2019/10/08 00:00:00+00,Northeast,Central,Marion,ONF,Fort McCoy,32134,29.27799,-81.64528,Illegal Kill, , , , , ,Yes, , ,Male,Juvenile,220,1,0,0, , , , , ,0, ,
652596.8015,522655.1865,8728,Bear-0000019784,2019/10/13 00:00:00+00,2019/10/11 00:00:00+00,Northeast,Central,Seminole, ,ALTAMONTE SPRINGS,32714,28.6862,-81.41,Illegal Kill, , , , , ,Yes, , ,Female,Adult,275,8,0,0, , , , , ,0, ,
251677.272700001,671471.7188,8729,Bear-0000020064,2019/10/11 00:00:00+00,2019/10/11 00:00:00+00,Northwest,East Panhandle,Bay, ,Panama City,32403,30.04202,-85.54003,Unknown, , , , , , , , ,Female,Adult,125,5,0,0, , , , , ,0, ,
361385.340799998,699420.8712,8730,Bear-0000019803,2019/10/20 00:00:00+00,2019/10/18 00:00:00+00,Northwest,East Panhandle,Wakulla, ,Crawfordville,32327,30.3016,-84.4019,Illegal Kill, , , , , ,Yes, , ,Unknown,Juvenile,175,2,0,0, , , , , ,0, ,
636077.1789,525083.6365,8731,Bear-0000019793,2019/10/26 00:00:00+00,2019/10/26 00:00:00+00,Northeast,Central,Orange, ,APOPKA,32712,28.711085,-81.57885,Unknown, , , , , ,Yes, , ,Male,Cub,75,0.75,0,0, , , , , ,0, ,
604469.076200001,599301.7418,8732,Bear-0000019834,2019/11/13 00:00:00+00,2019/11/13 00:00:00+00,Northeast,Central,Marion,ONF,Fort McCoy,32134,29.384553,-81.889924,Illegal Kill, , , , , ,Yes, , ,Female,Adult,200,14,0,0, , , , , ,0, ,
338019.132399999,655341.2413,8733,Bear-0000019843,2019/11/17 00:00:00+00,2019/11/17 00:00:00+00,Northwest,East Panhandle,Franklin, ,CARRABELLE,32322,29.9036,-84.6427,Illegal Kill, , , , , ,Yes, , ,Male,Juvenile,175,2,0,0, , , , , ,0, ,
410413.8411,678917.4474,8734,Bear-0000019873,2019/11/19 00:00:00+00,2019/11/17 00:00:00+00,North Central,East Panhandle,Taylor, ,LAMONT,32336,30.1174,-83.8918,Illegal Kill, , , , , ,Yes, , ,Female,Adult,192,3,0,0, , , , , ,0, ,
